Player,Span,matches,innings,not_out,runs,high_score,average,balls_faced,strike_rate,centuries,fifties,ducks,4s,6s,Unnamed: 15,format
J Nyumbu (ZIM),2018-2018,2,2.0,2.0,7.0,6*,,11.0,63.63,0.0,0.0,0.0,1,0,,T20
Qadeer Ahmed (UAE),2015-2019,10,4.0,3.0,7.0,5*,7.0,12.0,58.33,0.0,0.0,1.0,1,0,,T20
LH Rodrigues (),2019-2019,4,3.0,2.0,7.0,4*,7.0,12.0,58.33,0.0,0.0,1.0,1,0,,T20
GA Rogers (SCOT),2008-2009,2,2.0,2.0,7.0,6*,,8.0,87.5,0.0,0.0,0.0,0,0,,T20
E Schiferli (NL),2008-2010,7,3.0,1.0,7.0,5*,3.5,16.0,43.75,0.0,0.0,1.0,0,0,,T20
JN Snape (ENG),2007-2007,1,1.0,0.0,7.0,7,7.0,11.0,63.63,0.0,0.0,0.0,0,0,,T20
Suhail Sadiq (LUX),2019-2019,2,1.0,1.0,7.0,7*,,5.0,140.0,0.0,0.0,0.0,0,1,,T20
Sumair Khan (MALTA),2019-2019,1,1.0,0.0,7.0,7,7.0,6.0,116.66,0.0,0.0,0.0,1,0,,T20
Syed Rasel (BDESH),2007-2008,8,3.0,1.0,7.0,6,3.5,9.0,77.77,0.0,0.0,0.0,1,0,,T20
Tanveer Ahmed (HKG),2016-2017,5,2.0,1.0,7.0,7*,7.0,11.0,63.63,0.0,0.0,1.0,1,0,,T20
LV van Beek (NL),2014-2016,8,4.0,1.0,7.0,4*,2.33,15.0,46.66,0.0,0.0,0.0,0,0,,T20
Adnan Mufti (UAE),2017-2017,1,1.0,1.0,6.0,6*,,7.0,85.71,0.0,0.0,0.0,0,0,,T20
U Aryaman Sunil (SGP),2019-2019,2,1.0,0.0,6.0,6,6.0,4.0,150.0,0.0,0.0,0.0,0,1,,T20
TS Braat (NL),2019-2019,3,2.0,0.0,6.0,5,3.0,7.0,85.71,0.0,0.0,0.0,1,0,,T20
DG Brownlie (NZ),2010-2014,5,5.0,0.0,6.0,5,1.2,18.0,33.33,0.0,0.0,3.0,1,0,,T20
DE Burgess (Samoa),2019-2019,4,4.0,0.0,6.0,3,1.5,12.0,50.0,0.0,0.0,2.0,0,0,,T20
SDJJ Dima (Moz),2019-2019,4,2.0,0.0,6.0,3,3.0,8.0,75.0,0.0,0.0,0.0,0,0,,T20
RMS Eranga (SL),2012-2013,3,1.0,0.0,6.0,6,6.0,7.0,85.71,0.0,0.0,0.0,1,0,,T20
L Evile (Samoa),2019-2019,4,1.0,0.0,6.0,6,6.0,7.0,85.71,0.0,0.0,0.0,1,0,,T20
NM Hauritz (AUS),2009-2009,3,2.0,0.0,6.0,4,3.0,10.0,60.0,0.0,0.0,0.0,1,0,,T20
R Hekure (PNG),2019-2019,8,4.0,1.0,6.0,2*,2.0,12.0,50.0,0.0,0.0,0.0,0,0,,T20
PJ Hughes (AUS),2014-2014,1,1.0,0.0,6.0,6,6.0,8.0,75.0,0.0,0.0,0.0,1,0,,T20
Javed Ahmadi (AFG),2012-2017,3,2.0,0.0,6.0,6,3.0,7.0,85.71,0.0,0.0,1.0,1,0,,T20
Jay Odedra (OMAN),2019-2019,3,1.0,1.0,6.0,6*,,6.0,100.0,0.0,0.0,0.0,0,0,,T20
D Maisuria (Botsw),2019-2019,6,3.0,2.0,6.0,6*,6.0,11.0,54.54,0.0,0.0,1.0,0,0,,T20
I Master (Botsw),2019-2019,2,2.0,0.0,6.0,4,3.0,8.0,75.0,0.0,0.0,0.0,1,0,,T20
Z McLaughlin (Caym),2019-2019,3,2.0,2.0,6.0,4*,,16.0,37.5,0.0,0.0,0.0,0,0,,T20
KO Meth (ZIM),2012-2012,2,1.0,1.0,6.0,6*,,6.0,100.0,0.0,0.0,0.0,0,0,,T20
J Mulder (IRE),2016-2017,8,4.0,2.0,6.0,5*,3.0,11.0,54.54,0.0,0.0,1.0,0,0,,T20
GBW Munaweera (QAT),2019-2019,5,1.0,1.0,6.0,6*,,7.0,85.71,0.0,0.0,0.0,0,0,,T20
L Ngidi (SA),2017-2018,7,2.0,1.0,6.0,4,6.0,9.0,66.66,0.0,0.0,0.0,0,0,,T20
Omar Hayat (DEN),2019-2019,2,2.0,0.0,6.0,5,3.0,4.0,150.0,0.0,0.0,0.0,0,0,,T20
JA Rudolph (SA),2006-2006,1,1.0,1.0,6.0,6*,,7.0,85.71,0.0,0.0,0.0,0,0,,T20
Shoaib Ali (Saudi),2019-2019,5,2.0,0.0,6.0,6,3.0,10.0,60.0,0.0,0.0,1.0,0,0,,T20
OF Smith (WI),2018-2018,2,1.0,0.0,6.0,6,6.0,5.0,120.0,0.0,0.0,0.0,1,0,,T20
R Strydom (IRE),2008-2008,4,2.0,1.0,6.0,5*,6.0,7.0,85.71,0.0,0.0,0.0,0,0,,T20
HER Tyler (PHI),2019-2019,2,1.0,0.0,6.0,6,6.0,9.0,66.66,0.0,0.0,0.0,0,0,,T20
TC Vine (ESP),2019-2019,6,1.0,1.0,6.0,6*,,7.0,85.71,0.0,0.0,0.0,1,0,,T20
CA Young (IRE),2015-2019,26,7.0,5.0,6.0,2*,3.0,11.0,54.54,0.0,0.0,0.0,0,0,,T20
SA Abbott (AUS),2014-2019,4,1.0,0.0,5.0,5,5.0,8.0,62.5,0.0,0.0,0.0,1,0,,T20
M Ansari (OMAN),2015-2016,11,4.0,4.0,5.0,3*,,10.0,50.0,0.0,0.0,0.0,0,0,,T20
Anwar Rahman (MAL),2019-2019,9,4.0,1.0,5.0,3*,1.66,8.0,62.5,0.0,0.0,1.0,0,0,,T20
Arslan Ahmed (),2019-2019,3,1.0,0.0,5.0,5,5.0,13.0,38.46,0.0,0.0,0.0,0,0,,T20
MS Atapattu (SL),2006-2006,2,1.0,0.0,5.0,5,5.0,8.0,62.5,0.0,0.0,0.0,0,0,,T20
Atif Mehmood (ESP),2019-2019,9,2.0,2.0,5.0,5*,,8.0,62.5,0.0,0.0,0.0,0,0,,T20
MA Baig (MWI),2019-2019,7,4.0,0.0,5.0,5,1.25,12.0,41.66,0.0,0.0,3.0,1,0,,T20
A Bhagwat (HKG),2019-2019,4,4.0,0.0,5.0,3,1.25,16.0,31.25,0.0,0.0,1.0,0,0,,T20
A Bohara (NEPAL),2019-2019,17,5.0,2.0,5.0,3*,1.66,12.0,41.66,0.0,0.0,2.0,0,0,,T20
IG Butler (NZ),2009-2013,19,6.0,5.0,5.0,2*,5.0,10.0,50.0,0.0,0.0,0.0,0,0,,T20
T Caruana (GIBR),2019-2019,2,1.0,0.0,5.0,5,5.0,13.0,38.46,0.0,0.0,0.0,0,0,,T20
Hasheem Shahzad (MALTA),2019-2019,2,2.0,0.0,5.0,5,2.5,9.0,55.55,0.0,0.0,1.0,1,0,,T20
Imran Ali (KUW),2019-2019,4,2.0,1.0,5.0,5*,5.0,6.0,83.33,0.0,0.0,1.0,0,0,,T20
Junaid Siddique (UAE),2019-2019,8,4.0,1.0,5.0,3,1.66,17.0,29.41,0.0,0.0,1.0,0,0,,T20
I Katzarski (),2019-2019,3,2.0,0.0,5.0,3,2.5,12.0,41.66,0.0,0.0,0.0,0,0,,T20
D Kegasitswe (Botsw),2019-2019,4,2.0,2.0,5.0,4*,,11.0,45.45,0.0,0.0,0.0,0,0,,T20
TCR Kimber (GUE),2019-2019,3,3.0,0.0,5.0,2,1.66,13.0,38.46,0.0,0.0,0.0,0,0,,T20
A Krishna (SGP),2019-2019,4,2.0,1.0,5.0,4,5.0,3.0,166.66,0.0,0.0,0.0,1,0,,T20
AM McCarthy (WI),2018-2018,1,1.0,0.0,5.0,5,5.0,8.0,62.5,0.0,0.0,0.0,0,0,,T20
GD McGrath (AUS),2005-2005,2,1.0,0.0,5.0,5,5.0,12.0,41.66,0.0,0.0,0.0,0,0,,T20
CS Martin (NZ),2007-2008,6,1.0,1.0,5.0,5*,,6.0,83.33,0.0,0.0,0.0,0,0,,T20
Mohammad Hasnain (PAK),2019-2019,4,3.0,2.0,5.0,4*,5.0,12.0,41.66,0.0,0.0,0.0,1,0,,T20
Mohammad Salman (PAK),2011-2011,1,1.0,0.0,5.0,5,5.0,6.0,83.33,0.0,0.0,0.0,0,0,,T20
A Morris (Caym),2019-2019,6,4.0,2.0,5.0,3*,2.5,17.0,29.41,0.0,0.0,1.0,0,0,,T20
GRD Munasinghe (ITA),2019-2019,8,4.0,1.0,5.0,4*,1.66,13.0,38.46,0.0,0.0,2.0,1,0,,T20
T Mupariwa (ZIM),2007-2008,4,2.0,2.0,5.0,3*,,3.0,166.66,0.0,0.0,0.0,0,0,,T20
N M'shangwe (ZIM),2013-2014,5,2.0,1.0,5.0,5*,5.0,4.0,125.0,0.0,0.0,1.0,1,0,,T20
A Nanda (LUX),2019-2019,3,1.0,0.0,5.0,5,5.0,5.0,100.0,0.0,0.0,0.0,1,0,,T20
GM Ntambalika (MWI),2019-2019,3,1.0,0.0,5.0,5,5.0,11.0,45.45,0.0,0.0,0.0,0,0,,T20
Parvez Rasool (INDIA),2017-2017,1,1.0,0.0,5.0,5,5.0,6.0,83.33,0.0,0.0,0.0,0,0,,T20
NK Patel (USA),2019-2019,4,2.0,1.0,5.0,5*,5.0,10.0,50.0,0.0,0.0,1.0,0,0,,T20
D Paterson (SA),2017-2018,8,2.0,1.0,5.0,4*,5.0,2.0,250.0,0.0,0.0,0.0,1,0,,T20
JL Pattinson (AUS),2011-2012,4,2.0,2.0,5.0,5*,,3.0,166.66,0.0,0.0,0.0,1,0,,T20
JE Pitcher (BMUDA),2019-2019,3,1.0,1.0,5.0,5*,,4.0,125.0,0.0,0.0,0.0,0,0,,T20
AG Prince (SA),2005-2005,1,1.0,0.0,5.0,5,5.0,6.0,83.33,0.0,0.0,0.0,0,0,,T20
K Rabada (SA),2014-2019,21,4.0,2.0,5.0,5*,2.5,12.0,41.66,0.0,0.0,2.0,0,0,,T20
RJ Ranpura (OMAN),2015-2016,3,2.0,2.0,5.0,5*,,8.0,62.5,0.0,0.0,0.0,0,0,,T20
BM Scholtz (NAM),2019-2019,14,4.0,3.0,5.0,3*,5.0,10.0,50.0,0.0,0.0,1.0,0,0,,T20
RJ Sidebottom (ENG),2007-2010,18,1.0,1.0,5.0,5*,,4.0,125.0,0.0,0.0,0.0,1,0,,T20
M Spry (Peru),2019-2019,4,2.0,1.0,5.0,3*,5.0,11.0,45.45,0.0,0.0,0.0,0,0,,T20
R Telemachus (SA),2006-2007,3,1.0,1.0,5.0,5*,,3.0,166.66,0.0,0.0,0.0,0,0,,T20
BM Tickner (NZ),2019-2019,3,1.0,1.0,5.0,5*,,6.0,83.33,0.0,0.0,0.0,0,0,,T20
DR Tuffey (NZ),2005-2010,3,2.0,1.0,5.0,5*,5.0,5.0,100.0,0.0,0.0,1.0,1,0,,T20
C Vorster (GUE),2019-2019,1,1.0,0.0,5.0,5,5.0,8.0,62.5,0.0,0.0,0.0,0,0,,T20
TD Astle (NZ),2016-2019,3,2.0,0.0,4.0,3,2.0,10.0,40.0,0.0,0.0,0.0,0,0,,T20
Baljit Singh (ITA),2019-2019,8,3.0,0.0,4.0,3,1.33,16.0,25.0,0.0,0.0,1.0,0,0,,T20
GJ Batty (ENG),2009-2009,1,1.0,0.0,4.0,4,4.0,7.0,57.14,0.0,0.0,0.0,0,0,,T20
P Bharat Patel (PNM),2019-2019,2,1.0,1.0,4.0,4*,,7.0,57.14,0.0,0.0,0.0,0,0,,T20
SR Bhudia (KENYA),2019-2019,4,3.0,1.0,4.0,3,2.0,16.0,25.0,0.0,0.0,1.0,0,0,,T20
JAR Blain (SCOT),2007-2008,6,3.0,1.0,4.0,3*,2.0,5.0,80.0,0.0,0.0,1.0,0,0,,T20
CJ Boyce (AUS),2014-2016,7,2.0,1.0,4.0,3,4.0,7.0,57.14,0.0,0.0,0.0,0,0,,T20
PR Brown (ENG),2019-2019,4,1.0,1.0,4.0,4*,,9.0,44.44,0.0,0.0,0.0,0,0,,T20
NM Carter (SCOT),2013-2013,7,2.0,0.0,4.0,3,2.0,12.0,33.33,0.0,0.0,0.0,0,0,,T20
YS Chahal (INDIA),2016-2019,36,3.0,2.0,4.0,3*,4.0,9.0,44.44,0.0,0.0,0.0,0,0,,T20
PC Connell (IRE),2008-2010,9,3.0,2.0,4.0,3*,4.0,7.0,57.14,0.0,0.0,1.0,0,0,,T20
PA Desai (CAN),2012-2012,1,1.0,1.0,4.0,4*,,7.0,57.14,0.0,0.0,0.0,0,0,,T20
AB Dursak (TKY),2019-2019,4,4.0,0.0,4.0,3,1.0,24.0,16.66,0.0,0.0,2.0,0,0,,T20
C Emmott (Chile),2019-2019,2,2.0,0.0,4.0,4,2.0,11.0,36.36,0.0,0.0,1.0,0,0,,T20
Farhan Ahmed (UAE),2016-2016,3,1.0,0.0,4.0,4,4.0,8.0,50.0,0.0,0.0,0.0,0,0,,T20
K Gore (USA),2019-2019,4,1.0,1.0,4.0,4*,,3.0,133.33,0.0,0.0,0.0,0,0,,T20
Ibrahim Rizan (Mald),2019-2019,5,3.0,1.0,4.0,3,2.0,14.0,28.57,0.0,0.0,0.0,0,0,,T20
Imran Haider (UAE),2016-2019,11,2.0,2.0,4.0,4*,,8.0,50.0,0.0,0.0,0.0,0,0,,T20
H Ivanov (),2019-2019,3,1.0,0.0,4.0,4,4.0,6.0,66.66,0.0,0.0,0.0,0,0,,T20
A Karn (NEPAL),2015-2015,2,1.0,0.0,4.0,4,4.0,7.0,57.14,0.0,0.0,0.0,0,0,,T20
MF Koc (TKY),2019-2019,2,2.0,1.0,4.0,4*,4.0,15.0,26.66,0.0,0.0,1.0,0,0,,T20
CBRLS Kumara (SL),2019-2019,3,1.0,0.0,4.0,4,4.0,2.0,200.0,0.0,0.0,0.0,1,0,,T20
CK Langeveldt (SA),2005-2010,9,3.0,2.0,4.0,2*,4.0,8.0,50.0,0.0,0.0,0.0,0,0,,T20
NM Lyon (AUS),2016-2018,2,1.0,1.0,4.0,4*,,4.0,100.0,0.0,0.0,0.0,0,0,,T20
RT Lyons (SCOT),2010-2010,2,2.0,0.0,4.0,4,2.0,17.0,23.52,0.0,0.0,1.0,0,0,,T20
GE Mathurin (WI),2011-2012,3,2.0,2.0,4.0,3*,,5.0,80.0,0.0,0.0,0.0,0,0,,T20
Mohammad Irfan (PAK),2012-2019,22,4.0,4.0,4.0,2*,,8.0,50.0,0.0,0.0,0.0,0,0,,T20
Mohammad Tauqir (UAE),2015-2015,3,2.0,1.0,4.0,4,4.0,6.0,66.66,0.0,0.0,0.0,1,0,,T20
Muhammad Khurram (MWI),2019-2019,5,3.0,0.0,4.0,3,1.33,20.0,20.0,0.0,0.0,1.0,0,0,,T20
Muhammad Rafique (BAH),2019-2019,2,1.0,0.0,4.0,4,4.0,5.0,80.0,0.0,0.0,0.0,0,0,,T20
JM Muirhead (AUS),2014-2014,5,2.0,1.0,4.0,3,4.0,8.0,50.0,0.0,0.0,0.0,0,0,,T20
Nazmus Sadat (BDESH),2006-2006,1,1.0,0.0,4.0,4,4.0,3.0,133.33,0.0,0.0,0.0,0,0,,T20
JO Ngoche (KENYA),2012-2013,7,3.0,1.0,4.0,2,2.0,17.0,23.52,0.0,0.0,0.0,0,0,,T20
Pavandeep Singh (MAL),2019-2019,10,4.0,3.0,4.0,2*,4.0,7.0,57.14,0.0,0.0,0.0,0,0,,T20
Qasim Zia (BAH),2019-2019,3,1.0,1.0,4.0,4*,,1.0,400.0,0.0,0.0,0.0,1,0,,T20
NJ Reardon (AUS),2014-2014,2,1.0,0.0,4.0,4,4.0,8.0,50.0,0.0,0.0,0.0,0,0,,T20
CB Sole (SCOT),2017-2018,4,1.0,1.0,4.0,4*,,2.0,200.0,0.0,0.0,0.0,1,0,,T20
CR Suryawanshi (SGP),2019-2019,3,2.0,0.0,4.0,4,2.0,6.0,66.66,0.0,0.0,1.0,0,0,,T20
K Suttisan (THAI),2019-2019,2,2.0,0.0,4.0,4,2.0,5.0,80.0,0.0,0.0,1.0,1,0,,T20
SP Terry (IRE),2016-2016,1,1.0,0.0,4.0,4,4.0,6.0,66.66,0.0,0.0,0.0,0,0,,T20
T Thushara (SL),2008-2010,6,2.0,0.0,4.0,3,2.0,8.0,50.0,0.0,0.0,0.0,0,0,,T20
T Tshose (Botsw),2019-2019,2,2.0,2.0,4.0,4*,,6.0,66.66,0.0,0.0,0.0,0,0,,T20
T Ulutuna (TKY),2019-2019,3,3.0,0.0,4.0,4,1.33,9.0,44.44,0.0,0.0,2.0,1,0,,T20
S Vashisht (ROM),2019-2019,3,1.0,0.0,4.0,4,4.0,6.0,66.66,0.0,0.0,0.0,1,0,,T20
Abu Jayed (BDESH),2018-2018,3,2.0,0.0,3.0,2,1.5,7.0,42.85,0.0,0.0,0.0,0,0,,T20
GJ Agius (MALTA),2019-2019,2,2.0,0.0,3.0,3,1.5,15.0,20.0,0.0,0.0,1.0,0,0,,T20
Amir Hayat (UAE),2018-2019,4,2.0,0.0,3.0,3,1.5,6.0,50.0,0.0,0.0,1.0,0,0,,T20
Amjad Mahboob (SGP),2019-2019,11,5.0,1.0,3.0,1*,0.75,14.0,21.42,0.0,0.0,2.0,0,0,,T20
A Aspiotis (),2019-2019,3,1.0,1.0,3.0,3*,,4.0,75.0,0.0,0.0,0.0,0,0,,T20
MC Bascombe (WI),2011-2011,1,1.0,0.0,3.0,3,3.0,7.0,42.85,0.0,0.0,0.0,0,0,,T20
P Bhart (NOR),2019-2019,5,3.0,2.0,3.0,2*,3.0,17.0,17.64,0.0,0.0,1.0,0,0,,T20
S Byrne (MALTA),2019-2019,2,2.0,0.0,3.0,3,1.5,9.0,33.33,0.0,0.0,1.0,0,0,,T20
CL Cairns (NZ),2005-2006,2,2.0,0.0,3.0,2,1.5,13.0,23.07,0.0,0.0,0.0,0,0,,T20
D de la Puente (Peru),2019-2019,2,2.0,1.0,3.0,2*,3.0,7.0,42.85,0.0,0.0,0.0,0,0,,T20
ST de Silva (SL),2017-2017,3,2.0,0.0,3.0,3,1.5,7.0,42.85,0.0,0.0,1.0,0,0,,T20
Fahad Ali (),2019-2019,3,3.0,0.0,3.0,2,1.0,14.0,21.42,0.0,0.0,1.0,0,0,,T20
Fawad Ahmed (AUS),2013-2013,2,1.0,1.0,3.0,3*,,5.0,60.0,0.0,0.0,0.0,0,0,,T20
Fida Hussain (ITA),2019-2019,2,1.0,1.0,3.0,3*,,4.0,75.0,0.0,0.0,0.0,0,0,,T20
WT Gavera (PNG),2015-2017,6,2.0,0.0,3.0,2,1.5,6.0,50.0,0.0,0.0,0.0,0,0,,T20
JOA Gordon (CAN),2013-2019,7,2.0,2.0,3.0,2*,,6.0,50.0,0.0,0.0,0.0,0,0,,T20
AM Guruge (UAE),2014-2015,5,3.0,2.0,3.0,1*,3.0,8.0,37.5,0.0,0.0,0.0,0,0,,T20
Ibrahim Nashath (Mald),2019-2019,3,2.0,1.0,3.0,3*,3.0,5.0,60.0,0.0,0.0,1.0,0,0,,T20
Javed Maroofkhail (NOR),2019-2019,2,1.0,0.0,3.0,3,3.0,8.0,37.5,0.0,0.0,0.0,0,0,,T20
Junaid Khan (PAK),2011-2014,9,2.0,2.0,3.0,3*,,4.0,75.0,0.0,0.0,0.0,0,0,,T20
MS Kasprowicz (AUS),2005-2005,2,1.0,1.0,3.0,3*,,5.0,60.0,0.0,0.0,0.0,0,0,,T20
GJP Kruger (SA),2006-2006,1,1.0,0.0,3.0,3,3.0,5.0,60.0,0.0,0.0,0.0,0,0,,T20
Mahmad Data (PNM),2019-2019,2,1.0,0.0,3.0,3,3.0,5.0,60.0,0.0,0.0,0.0,0,0,,T20
Nazmul Hossain (BDESH),2009-2012,4,2.0,2.0,3.0,3*,,15.0,20.0,0.0,0.0,0.0,0,0,,T20
R Olipa (UGA),2019-2019,2,1.0,0.0,3.0,3,3.0,4.0,75.0,0.0,0.0,0.0,0,0,,T20
M Patel (PNM),2019-2019,2,1.0,1.0,3.0,3*,,6.0,50.0,0.0,0.0,0.0,0,0,,T20
LN Rajbanshi (NEPAL),2018-2019,12,2.0,1.0,3.0,3,3.0,7.0,42.85,0.0,0.0,0.0,0,0,,T20
KAJ Roach (WI),2008-2012,11,1.0,1.0,3.0,3*,,2.0,150.0,0.0,0.0,0.0,0,0,,T20
MM Sharma (INDIA),2014-2015,8,2.0,2.0,3.0,3*,,7.0,42.85,0.0,0.0,0.0,0,0,,T20
LA Simango (Moz),2019-2019,3,2.0,1.0,3.0,2,3.0,4.0,75.0,0.0,0.0,0.0,0,0,,T20
RP Singh (INDIA),2007-2009,10,2.0,2.0,3.0,2*,,3.0,100.0,0.0,0.0,0.0,0,0,,T20
MJ Swepson (AUS),2018-2018,1,1.0,1.0,3.0,3*,,4.0,75.0,0.0,0.0,0.0,0,0,,T20
Tauqeer Hussain (ESP),2019-2019,4,1.0,1.0,3.0,3*,,3.0,100.0,0.0,0.0,0.0,0,0,,T20
R Ulutuna (TKY),2019-2019,4,4.0,0.0,3.0,1,0.75,16.0,18.75,0.0,0.0,1.0,0,0,,T20
SMK Waththage (CZK-R),2019-2019,5,1.0,0.0,3.0,3,3.0,5.0,60.0,0.0,0.0,0.0,0,0,,T20
Zahid Hussain (CAN),2012-2012,3,2.0,2.0,3.0,2*,,8.0,37.5,0.0,0.0,0.0,0,0,,T20
Abdullah Mahmood (DEN),2019-2019,1,1.0,0.0,2.0,2,2.0,2.0,100.0,0.0,0.0,0.0,0,0,,T20
AG Achar (SGP),2019-2019,3,2.0,2.0,2.0,2*,,2.0,100.0,0.0,0.0,0.0,0,0,,T20
N Advani (GIBR),2019-2019,1,1.0,0.0,2.0,2,2.0,4.0,50.0,0.0,0.0,0.0,0,0,,T20
Aftab Alam (AFG),2012-2018,12,5.0,3.0,2.0,1*,1.0,9.0,22.22,0.0,0.0,1.0,0,0,,T20
Areeb Quadir (Fin),2019-2019,2,1.0,0.0,2.0,2,2.0,12.0,16.66,0.0,0.0,0.0,0,0,,T20
Arshad Hayat (CZK-R),2019-2019,6,2.0,0.0,2.0,2,1.0,7.0,28.57,0.0,0.0,1.0,0,0,,T20
KMC Bandara (SL),2016-2016,1,1.0,1.0,2.0,2*,,4.0,50.0,0.0,0.0,0.0,0,0,,T20
Bashir Shah (DEN),2019-2019,4,2.0,2.0,2.0,1*,,2.0,100.0,0.0,0.0,0.0,0,0,,T20
A Bhattarai (NEPAL),2014-2014,1,1.0,0.0,2.0,2,2.0,3.0,66.66,0.0,0.0,0.0,0,0,,T20
JP Bray (IRE),2009-2009,2,2.0,0.0,2.0,2,1.0,17.0,11.76,0.0,0.0,1.0,0,0,,T20
GB Brent (ZIM),2006-2007,3,1.0,0.0,2.0,2,2.0,5.0,40.0,0.0,0.0,0.0,0,0,,T20
P Buccimazza (PORT),2019-2019,4,2.0,0.0,2.0,1,1.0,13.0,15.38,0.0,0.0,0.0,0,0,,T20
A Carthew (Chile),2019-2019,4,1.0,1.0,2.0,2*,,2.0,100.0,0.0,0.0,0.0,0,0,,T20
S Chophel (BHU),2019-2019,1,1.0,1.0,2.0,2*,,5.0,40.0,0.0,0.0,0.0,0,0,,T20
H Dajc (Serb),2019-2019,2,2.0,1.0,2.0,2*,2.0,3.0,66.66,0.0,0.0,1.0,0,0,,T20
Dawlat Ahmadzai (AFG),2010-2010,2,1.0,1.0,2.0,2*,,3.0,66.66,0.0,0.0,0.0,0,0,,T20
MVT Fernando (SL),2017-2017,1,1.0,0.0,2.0,2,2.0,2.0,100.0,0.0,0.0,0.0,0,0,,T20
C Fry (LUX),2019-2019,3,1.0,0.0,2.0,2,2.0,6.0,33.33,0.0,0.0,0.0,0,0,,T20
BD Glover (NL),2019-2019,19,4.0,3.0,2.0,1*,2.0,8.0,25.0,0.0,0.0,1.0,0,0,,T20
Jandu Hamoud (KUW),2019-2019,6,1.0,0.0,2.0,2,2.0,4.0,50.0,0.0,0.0,0.0,0,0,,T20
RJ Harris (AUS),2010-2010,3,1.0,1.0,2.0,2*,,1.0,200.0,0.0,0.0,0.0,0,0,,T20
BW Hilfenhaus (AUS),2007-2012,7,3.0,1.0,2.0,2,1.0,10.0,20.0,0.0,0.0,1.0,0,0,,T20
A Husain (Arg),2019-2019,5,1.0,1.0,2.0,2*,,1.0,200.0,0.0,0.0,0.0,0,0,,T20
Ilyas Ahmed (KUW),2019-2019,6,3.0,2.0,2.0,1*,2.0,3.0,66.66,0.0,0.0,0.0,0,0,,T20
AJ Ireland (ZIM),2006-2006,1,1.0,1.0,2.0,2*,,3.0,66.66,0.0,0.0,0.0,0,0,,T20
S Kansoy (TKY),2019-2019,4,4.0,0.0,2.0,2,0.5,7.0,28.57,0.0,0.0,3.0,0,0,,T20
A Khan (ENG),2009-2009,1,1.0,0.0,2.0,2,2.0,4.0,50.0,0.0,0.0,0.0,0,0,,T20
RJ Kirtley (ENG),2007-2007,1,1.0,1.0,2.0,2*,,4.0,50.0,0.0,0.0,0.0,0,0,,T20
I Lisboa (Chile),2019-2019,1,1.0,0.0,2.0,2,2.0,3.0,66.66,0.0,0.0,0.0,0,0,,T20
J Long (PHI),2019-2019,2,1.0,1.0,2.0,2*,,6.0,33.33,0.0,0.0,0.0,0,0,,T20
T Lungameni (NAM),2019-2019,6,1.0,1.0,2.0,2*,,2.0,100.0,0.0,0.0,0.0,0,0,,T20
MJ Mason (NZ),2006-2008,3,1.0,0.0,2.0,2,2.0,2.0,100.0,0.0,0.0,0.0,0,0,,T20
Muslim Yar (GER),2019-2019,7,1.0,0.0,2.0,2,2.0,6.0,33.33,0.0,0.0,0.0,0,0,,T20
S Nadigotla (ROM),2019-2019,2,1.0,0.0,2.0,2,2.0,6.0,33.33,0.0,0.0,0.0,0,0,,T20
Najeeb Amar (HKG),2014-2014,1,1.0,0.0,2.0,2,2.0,9.0,22.22,0.0,0.0,0.0,0,0,,T20
W Nalisa (VAN),2019-2019,9,3.0,2.0,2.0,1*,2.0,4.0,50.0,0.0,0.0,1.0,0,0,,T20
Nazwan Ismail (Mald),2019-2019,3,1.0,1.0,2.0,2*,,2.0,100.0,0.0,0.0,0.0,0,0,,T20
A Ndlovu (ZIM),2019-2019,3,1.0,0.0,2.0,2,2.0,4.0,50.0,0.0,0.0,0.0,0,0,,T20
K Nima (BHU),2019-2019,1,1.0,1.0,2.0,2*,,3.0,66.66,0.0,0.0,0.0,0,0,,T20
Noman Kamawi (Belg),2019-2019,1,1.0,0.0,2.0,2,2.0,7.0,28.57,0.0,0.0,0.0,0,0,,T20
L Nou (PNG),2015-2015,3,1.0,1.0,2.0,2*,,3.0,66.66,0.0,0.0,0.0,0,0,,T20
S Saeed (Mald),2019-2019,5,1.0,0.0,2.0,2,2.0,4.0,50.0,0.0,0.0,0.0,0,0,,T20
Saqlain Ali (Belg),2019-2019,2,1.0,0.0,2.0,2,2.0,6.0,33.33,0.0,0.0,0.0,0,0,,T20
Shoaib Gazi Hossain (Chile),2019-2019,4,1.0,0.0,2.0,2,2.0,5.0,40.0,0.0,0.0,0.0,0,0,,T20
Suhrid Roy (MALTA),2019-2019,1,1.0,1.0,2.0,2*,,3.0,66.66,0.0,0.0,0.0,0,0,,T20
A Tripathi (Mex),2019-2019,3,2.0,2.0,2.0,1*,,4.0,50.0,0.0,0.0,0.0,0,0,,T20
LL Tsotsobe (SA),2009-2014,23,3.0,2.0,2.0,1*,2.0,10.0,20.0,0.0,0.0,0.0,0,0,,T20
Usman Shinwari (PAK),2013-2019,16,3.0,3.0,2.0,2*,,3.0,66.66,0.0,0.0,0.0,0,0,,T20
S Vijayakumar (SGP),2019-2019,9,2.0,0.0,2.0,1,1.0,5.0,40.0,0.0,0.0,0.0,0,0,,T20
R Vinay Kumar (INDIA),2010-2013,9,1.0,1.0,2.0,2*,,4.0,50.0,0.0,0.0,0.0,0,0,,T20
